,location,total_sqft,bath,price,bhk,encoded_loc
592,Kaggadasapura,1515.0,3,83.3,3,126
593,Hoodi,2118.0,4,111.0,4,104
594,Bannerghatta Road,1380.0,3,58.0,4,38
595,Varthur Road,1083.0,2,61.75,2,232
596,others,600.0,2,55.0,2,245
597,others,2300.0,3,120.0,3,245
598,others,1240.0,2,60.0,2,245
599,others,1750.0,3,120.0,3,245
600,others,1230.0,2,43.48,2,245
601,Anjanapura,1500.0,3,139.0,3,20
602,Abbigere,985.0,2,40.39,2,12
603,Tindlu,1500.0,2,87.0,3,227
604,Electronic City,1125.0,2,32.49,2,79
605,others,950.0,2,44.0,2,245
606,JP Nagar,5600.0,2,548.5,5,117
607,Kothanur,1580.0,3,76.0,3,155
608,others,1092.0,2,98.5,3,245
609,Electronic City Phase II,1090.0,2,28.34,2,80
610,Hennur Road,2264.0,3,159.0,3,103
611,Dommasandra,1033.0,2,25.53,3,77
612,Kammasandra,810.0,2,24.5,2,134
613,others,1045.0,2,45.0,2,245
614,Hebbal,1337.0,2,82.0,2,99
615,Chandapura,1200.0,2,32.0,2,59
616,Koramangala,1580.0,3,160.0,3,153
617,Begur Road,1500.0,2,54.0,3,43
618,Whitefield,1640.0,4,91.0,3,239
619,others,1570.0,3,62.0,3,245
620,Gubbalala,1470.0,2,82.0,3,90
621,Kengeri,1160.0,2,40.61,2,144
622,7th Phase JP Nagar,1050.0,2,71.0,2,8
623,Bannerghatta Road,1460.0,2,90.0,3,38
624,Hulimavu,1823.0,3,100.0,3,112
625,Electronic City,1094.0,2,42.0,2,79
626,Budigere,1153.0,2,57.0,2,56
627,others,1325.0,3,57.0,3,245
628,others,1200.0,3,85.0,4,245
629,Jakkur,1590.0,2,125.0,3,118
630,others,1202.0,2,48.0,2,245
631,Haralur Road,1202.0,2,53.0,2,97
632,others,1200.0,2,62.5,2,245
633,Panathur,1688.0,3,118.0,3,192
634,Kaval Byrasandra,1020.0,2,52.0,2,142
635,Sarjapur,1185.0,2,47.0,2,207
636,Ramagondanahalli,1235.0,2,52.04,2,201
637,Banashankari,1077.0,2,37.64,2,30
638,Kengeri Satellite Town,1415.0,2,66.0,3,145
639,EPIP Zone,2330.0,3,162.0,3,78
640,Whitefield,805.0,2,35.0,2,239
641,others,425.0,1,20.03,1,245
642,Whitefield,1155.0,2,59.95,2,239
643,Anekal,656.0,2,22.0,2,19
644,others,1100.0,2,48.0,2,245
645,Mahadevpura,1150.0,2,52.0,2,165
646,others,600.0,1,60.0,1,245
647,others,1468.0,2,140.0,2,245
648,Whitefield,2280.0,4,126.0,3,239
649,Hegde Nagar,1341.0,2,97.0,2,101
650,Jakkur,1279.0,2,77.0,2,118
651,Electronic City Phase II,2225.0,4,98.88,4,80
652,Thanisandra,1185.0,2,43.51,2,223
653,others,1750.0,3,85.0,3,245
654,Kudlu,1152.0,2,53.5,2,156
655,Hulimavu,1300.0,2,36.0,2,112
656,Varthur Road,2760.0,4,155.0,4,232
657,5th Phase JP Nagar,1070.0,2,39.0,2,6
658,Uttarahalli,1101.0,2,45.0,2,230
659,others,775.0,2,55.0,2,245
660,Yeshwanthpur,667.0,1,36.85,1,244
661,Electronic City,1070.0,2,55.0,2,79
662,Old Airport Road,1875.0,2,110.0,3,188
663,Kundalahalli,735.0,2,57.99,2,159
664,Sarjapur,4360.0,4,90.0,5,207
665,Koramangala,1750.0,3,130.0,3,153
666,Marathahalli,1215.0,2,67.0,2,170
667,Vishwapriya Layout,820.0,2,30.0,2,237
668,Banashankari Stage VI,1177.5,2,59.935,2,34
669,Battarahalli,1779.0,3,89.61,3,41
670,others,1105.0,2,58.0,2,245
671,others,1576.0,2,93.0,1,245
672,Whitefield,1650.0,3,60.0,3,239
673,Jalahalli,1694.0,2,150.0,2,119
674,Hosakerehalli,2376.0,3,203.0,3,109
675,Cox Town,1975.0,3,150.0,3,66
676,Kammasandra,674.0,2,33.0,2,134
677,Kaggadasapura,1185.0,2,41.0,2,126
678,others,445.0,1,28.0,1,245
679,HSR Layout,1475.0,3,75.0,3,96
680,Gottigere,1618.0,3,82.5,3,88
681,Koramangala,1120.0,2,65.0,2,153
682,Marathahalli,2181.0,3,152.0,4,170
683,Vidyaranyapura,1200.0,4,90.0,4,234
684,Bannerghatta Road,1556.0,2,59.13,3,38
685,Bannerghatta Road,1179.0,2,66.02,2,38
686,Thanisandra,1296.0,2,83.0,2,223
687,Kaggadasapura,1275.0,2,52.0,2,126
688,Kathriguppe,1400.0,2,77.0,3,141
689,Gottigere,1222.0,2,63.0,2,88
690,Electronic City,940.0,2,41.0,2,79
691,Thanisandra,1185.0,2,42.6,2,223
692,Tumkur Road,1779.0,3,112.0,3,228
693,Begur Road,1615.0,3,59.76,3,43
694,JP Nagar,4624.5,2,453.0,4,117
695,Haralur Road,1056.0,2,61.0,2,97
696,7th Phase JP Nagar,1100.0,2,46.0,2,8
697,Arekere,920.0,2,40.0,2,22
698,others,1602.0,2,75.0,3,245
699,Padmanabhanagar,1176.0,2,62.0,2,190
700,others,1352.0,3,135.0,3,245
701,Kasavanhalli,1717.0,3,99.0,3,139
702,others,10961.0,4,80.0,4,245
703,Bhoganhalli,2119.0,4,111.0,4,47
704,Vittasandra,1246.0,2,67.3,2,238
705,Anandapura,1141.0,2,42.79,2,17
706,Hennur Road,1157.0,2,84.0,2,103
707,Chandapura,1025.0,2,27.68,2,59
708,Yelahanka New Town,650.0,1,33.0,1,242
709,Hebbal,1349.0,2,98.0,2,99
710,others,1566.0,3,83.3,3,245
711,Sahakara Nagar,2830.0,3,195.0,4,204
712,Electronic City,1320.0,2,38.13,3,79
713,others,1780.0,3,84.83,3,245
714,Varthur,1091.0,2,34.9,2,231
715,Rachenahalli,3670.0,4,300.0,4,197
716,7th Phase JP Nagar,918.0,2,50.49,2,8
717,Yeshwanthpur,1950.0,4,130.0,4,244
718,Panathur,1695.0,3,90.0,3,192
719,Yelahanka,1705.0,3,95.0,3,241
720,Kalyan nagar,1375.0,3,75.0,3,131
721,Kanakpura Road,525.0,1,30.0,1,136
722,Whitefield,1447.0,2,83.0,2,239
723,Thanisandra,1114.0,2,39.0,2,223
724,7th Phase JP Nagar,1450.0,2,100.0,3,8
725,Vasanthapura,1022.0,2,40.0,2,233
726,Hebbal,1000.0,2,45.0,2,99
727,Electronic City,1128.0,2,68.75,2,79
728,Kanakpura Road,1180.0,2,57.0,2,136
729,Kanakpura Road,1339.0,2,75.0,2,136
730,Yelachenahalli,1400.0,2,55.0,3,240
731,7th Phase JP Nagar,1040.0,2,39.52,2,8
732,Kadugodi,1198.0,2,58.0,2,125
733,others,1200.0,3,95.0,4,245
734,Sarjapur  Road,1691.0,3,113.0,3,208
735,Bisuvanahalli,1075.0,3,36.0,3,50
736,8th Phase JP Nagar,1240.0,3,43.5,3,9
737,Bannerghatta Road,1122.5,2,58.935,2,38
738,Mallasandra,1665.0,3,86.58,3,167
739,Marathahalli,2489.0,3,94.0,3,170
740,Brookefield,1142.0,2,70.0,2,55
741,others,1976.0,3,184.0,3,245
742,others,5500.0,4,600.0,4,245
743,Kothannur,1853.0,3,82.0,3,154
744,Kasturi Nagar,1567.0,2,92.0,2,140
745,Talaghattapura,1090.0,2,27.24,2,222
746,Electronics City Phase 1,1175.0,2,51.47,2,81
747,Subramanyapura,1200.0,2,52.0,2,219
748,Kodichikkanahalli,995.0,2,41.0,2,147
749,Magadi Road,884.0,2,41.1,2,164
750,Yeshwanthpur,1170.0,2,57.0,2,244
751,KR Puram,1225.0,2,46.55,2,123
752,Electronic City,1342.0,2,73.3,2,79
753,Uttarahalli,1345.0,2,67.0,2,230
754,Kodigehaali,1320.0,3,65.0,3,148
755,others,1576.0,2,45.0,2,245
756,Raja Rajeshwari Nagar,1140.0,2,49.39,2,198
757,Battarahalli,1300.0,2,50.0,2,41
758,Hosa Road,1652.0,3,85.0,3,108
759,Thigalarapalya,2072.0,4,142.0,3,224
760,Arekere,1740.0,2,95.0,3,22
761,Electronic City,1360.0,2,71.0,3,79
762,Hosur Road,1145.0,2,60.0,3,111
763,Uttarahalli,1540.0,2,40.0,3,230
764,Sarjapur  Road,1278.0,2,95.0,2,208
765,Electronic City Phase II,630.0,1,40.0,1,80
766,Kanakpura Road,1100.0,3,58.0,3,136
767,others,1200.0,3,95.0,3,245
768,Chandapura,582.5,1,15.135,1,59
769,Hosur Road,3300.0,5,240.0,5,111
770,Basaveshwara Nagar,4500.0,5,415.0,5,40
771,Gunjur,1356.0,2,66.0,3,91
772,others,823.0,2,28.0,2,245
773,TC Palaya,1200.0,2,66.0,3,221
774,Ramamurthy Nagar,1050.0,2,37.0,2,202
775,others,1180.0,2,69.0,2,245
776,7th Phase JP Nagar,1070.0,2,42.79,2,8
777,Varthur,1385.0,2,80.0,2,231
778,Varthur,1000.0,1,70.0,1,231
779,Whitefield,1897.0,3,130.0,3,239
780,Magadi Road,1005.0,2,55.78,2,164
781,Green Glen Layout,1575.0,3,125.0,3,89
782,Subramanyapura,975.0,2,65.0,2,219
783,Hennur Road,1904.0,3,120.0,3,103
784,Kengeri Satellite Town,930.0,1,30.0,1,145
785,others,686.0,1,17.0,1,245
786,Electronic City Phase II,2400.0,3,150.0,2,80
787,Sarjapur  Road,2238.0,3,140.0,3,208
788,Harlur,1174.0,2,69.0,2,98
789,Thubarahalli,3800.0,4,239.0,4,225
790,Whitefield,2225.0,2,125.0,3,239
791,Jigani,918.0,2,52.0,2,121
792,Mahadevpura,1250.0,2,52.0,2,165
793,Sarjapur  Road,1800.0,3,110.0,3,208
794,Marathahalli,1170.0,2,53.0,2,170
795,Bannerghatta Road,793.0,2,45.0,2,38
796,Jakkur,1710.0,3,107.0,3,118
797,Kambipura,1082.0,2,57.5,3,132
798,Naganathapura,1001.0,2,33.03,2,179
799,Yelahanka,1590.0,2,54.0,3,241
800,others,2400.0,2,80.0,3,245
801,Horamavu Banaswadi,1554.0,3,55.0,3,106
802,Thanisandra,1142.5,2,43.415,2,223
803,Bellandur,4239.0,5,423.0,5,44
804,Konanakunte,884.0,1,58.0,2,152
805,Hosa Road,1045.0,2,98.89,2,108
806,Marathahalli,1019.0,2,49.86,2,170
807,Ambedkar Nagar,1935.0,4,130.0,3,15
808,Uttarahalli,1135.0,2,39.73,3,230
809,Lakshminarayana Pura,1680.0,3,150.0,3,162
810,Hebbal,2470.0,5,247.0,4,99
811,1st Phase JP Nagar,2825.0,4,250.0,4,3
812,Ramamurthy Nagar,1800.0,4,187.0,5,202
813,Kasavanhalli,1799.0,3,90.0,3,139
814,Whitefield,4348.5,2,304.0,4,239
815,Attibele,400.0,1,11.0,1,23
816,Kundalahalli,1047.0,2,82.0,2,159
817,others,1282.0,2,87.0,2,245
818,NGR Layout,1020.0,2,45.9,2,177
819,Whitefield,1495.0,2,79.5,2,239
820,Kasavanhalli,3260.0,4,240.0,4,139
821,others,1611.0,2,64.44,3,245
822,others,1500.0,2,95.0,3,245
823,Sahakara Nagar,1500.0,2,95.0,3,204
824,Yelahanka,3206.0,5,270.0,4,241
825,Uttarahalli,1540.0,3,50.0,3,230
826,Hosa Road,1639.0,3,80.0,3,108
827,Raja Rajeshwari Nagar,1303.0,2,55.79,2,198
828,Koramangala,1005.0,1,110.0,2,153
829,Kammasandra,657.5,1,18.41,1,134
830,Chandapura,1305.0,3,33.28,3,59
831,others,1300.0,1,115.0,2,245
832,Brookefield,1440.0,2,68.0,3,55
833,Seegehalli,901.0,2,35.14,2,212
834,Sarjapur,900.0,2,42.0,3,207
835,BEML Layout,1060.0,2,55.0,2,24
836,NGR Layout,1020.0,2,48.45,2,177
837,Varthur,1535.0,3,65.99,3,231
838,others,530.0,1,20.0,1,245
839,others,1350.0,2,80.0,2,245
840,Sarjapur  Road,1115.0,2,50.0,2,208
841,Uttarahalli,1175.0,2,47.0,2,230
842,Whitefield,1113.0,2,62.0,2,239
843,Giri Nagar,650.0,2,42.0,2,86
844,Marathahalli,1325.0,2,71.55,2,170
845,Electronics City Phase 1,950.0,2,31.0,2,81
846,Jakkur,1396.0,2,86.51,3,118
847,Rachenahalli,1050.0,2,52.07,2,197
848,Thanisandra,1825.0,3,100.0,3,223
849,7th Phase JP Nagar,1190.0,2,49.98,2,8
850,Marathahalli,1220.0,2,56.5,2,170
851,NRI Layout,1565.0,2,75.0,3,178
852,Hennur Road,1891.0,3,109.0,3,103
853,others,900.0,2,27.0,2,245
854,Hosa Road,1161.0,2,55.15,2,108
855,Sarjapur,649.5,1,17.535,1,207
856,Yeshwanthpur,665.0,1,36.85,1,244
857,Hoodi,1425.0,2,80.0,2,104
858,Chikkabanavar,1200.0,1,20.0,1,62
859,ITPL,1200.0,3,56.12,3,114
860,Somasundara Palya,1255.0,2,67.0,2,216
861,Hegde Nagar,2112.95,4,145.0,3,101
862,Raja Rajeshwari Nagar,600.0,1,22.0,1,198
863,Haralur Road,1810.0,3,100.0,3,97
864,Indira Nagar,1200.0,2,93.0,2,116
865,Harlur,1033.0,2,49.0,2,98
866,ITPL,1548.0,3,89.5,3,114
867,Horamavu Banaswadi,1611.0,3,66.0,3,106
868,Electronic City Phase II,1400.0,2,40.43,3,80
869,Vidyaranyapura,1485.0,2,67.0,3,234
870,Margondanahalli,2400.0,2,82.0,2,171
871,Pattandur Agrahara,1025.0,2,44.5,2,193
872,others,1225.0,2,53.0,2,245
873,5th Phase JP Nagar,1256.0,2,62.8,2,6
874,Whitefield,2268.0,3,163.0,4,239
875,Kanakpura Road,1100.0,3,53.0,3,136
876,others,1141.0,2,62.0,2,245
877,Attibele,400.0,1,12.0,1,23
878,Chandapura,1400.0,2,60.0,2,59
879,others,1576.0,1,110.0,1,245
880,others,1175.0,2,48.27,2,245
881,Sahakara Nagar,1100.0,2,56.0,2,204
882,Kanakpura Road,1843.0,3,95.84,3,136
883,Horamavu Banaswadi,1460.0,2,80.5,2,106
884,Rachenahalli,1530.0,2,74.5,3,197
885,HSR Layout,1467.0,2,55.0,2,96
886,others,950.0,1,40.0,1,245
887,Vittasandra,1246.0,2,64.5,2,238
888,Kanakapura,711.0,1,38.0,1,135
889,Haralur Road,1194.0,2,46.0,2,97
890,Babusapalaya,1358.0,2,43.4,3,28
891,Hoodi,1420.0,2,75.0,2,104
892,Kathriguppe,1250.0,2,68.75,3,141
893,Akshaya Nagar,1280.0,2,58.0,2,13
894,Nagappa Reddy Layout,1209.0,2,50.0,2,180
895,others,4200.0,5,225.0,5,245
896,Panathur,1315.0,2,54.8,3,192
897,others,1800.0,3,90.0,3,245
898,others,1600.0,4,125.0,5,245
899,TC Palaya,1600.0,2,65.0,3,221
900,others,1563.0,3,52.0,3,245
901,Whitefield,1560.0,2,72.0,3,239
902,Brookefield,2169.0,4,115.0,3,55
903,Rachenahalli,1050.0,2,55.5,2,197
904,Iblur Village,3235.0,3,235.0,3,115
905,TC Palaya,1200.0,3,66.0,3,221
906,HSR Layout,1140.0,2,46.0,2,96
907,Horamavu Agara,1560.0,3,75.0,3,105
908,JP Nagar,1100.0,2,70.0,2,117
909,Kasavanhalli,1260.0,2,40.32,3,139
910,Hebbal,1036.0,2,50.0,2,99
911,Akshaya Nagar,1662.0,3,85.1,3,13
912,Yelachenahalli,1464.0,2,105.0,3,240
913,Yelahanka,1234.0,2,80.0,2,241
914,Sarjapur  Road,1403.0,3,55.0,3,208
915,Seegehalli,1150.0,2,42.9,3,212
916,Hebbal,3900.0,4,410.0,4,99
917,Kanakapura,929.0,2,46.0,2,135
918,TC Palaya,1350.0,2,75.0,3,221
919,Vasanthapura,1135.0,2,39.73,2,233
920,others,1405.0,2,70.0,2,245
921,Whitefield,1200.0,2,45.84,2,239
922,Haralur Road,2805.0,4,154.0,4,97
923,Yeshwanthpur,1161.0,2,64.08,2,244
924,Kanakpura Road,1290.0,2,74.0,2,136
925,Yeshwanthpur,2557.0,3,141.0,3,244
926,others,1480.0,3,90.0,3,245
927,Old Madras Road,1350.0,3,54.54,3,189
928,Kadugodi,1580.0,2,65.0,3,125
929,Banashankari,1470.0,2,88.64,3,30
930,Ananth Nagar,500.0,1,14.0,1,18
931,Sarjapur  Road,1346.0,2,61.92,2,208
932,others,1600.0,3,90.0,3,245
933,others,1576.0,2,29.5,2,245
934,others,1200.0,2,35.0,2,245
935,Channasandra,1340.0,2,48.33,3,60
936,Devanahalli,6136.0,4,560.0,4,70
937,Jigani,918.0,2,48.0,2,121
938,others,1500.0,3,115.0,3,245
939,Yelahanka,1315.0,2,85.0,2,241
940,Uttarahalli,1390.0,2,62.55,3,230
941,Uttarahalli,1330.0,2,56.0,3,230
942,Jalahalli,3100.0,4,265.0,5,119
943,others,1824.0,3,125.0,3,245
944,7th Phase JP Nagar,1420.0,2,96.0,3,8
945,others,750.0,1,56.25,1,245
946,Jalahalli East,1260.0,2,60.0,3,120
947,Hennur Road,1561.0,3,95.0,3,103
948,others,1060.0,2,42.0,2,245
949,Haralur Road,1225.0,2,67.38,2,97
950,Thanisandra,2144.0,3,135.0,3,223
951,Electronic City,880.0,2,29.0,2,79
952,Hoodi,1639.0,3,110.0,3,104
953,Thanisandra,1240.0,2,62.0,3,223
954,Kanakpura Road,1500.0,2,69.0,2,136
955,Haralur Road,1243.0,2,46.0,2,97
956,Marathahalli,1575.0,3,78.0,3,170
957,Kambipura,1082.0,2,56.0,3,132
958,Konanakunte,1637.0,3,73.0,3,152
959,Kanakpura Road,1665.0,3,86.58,3,136
960,Electronic City,1265.0,2,56.93,2,79
961,Electronic City,1691.0,2,102.0,3,79
962,Thanisandra,1100.0,2,38.0,2,223
963,others,1500.0,3,62.0,3,245
964,Kammanahalli,1666.0,4,150.0,5,133
965,Choodasandra,1115.0,2,50.0,2,64
966,Mysore Road,1070.0,2,45.0,2,176
967,Indira Nagar,1128.0,2,105.0,2,116
968,Budigere,1162.0,2,57.0,2,56
969,others,1339.0,2,55.0,2,245
970,Mahadevpura,1192.0,2,75.0,2,165
971,Haralur Road,1920.0,3,115.0,3,97
972,Hennur,1255.0,2,52.32,2,102
973,Rajaji Nagar,1357.0,2,115.0,2,199
974,others,1600.0,3,75.0,3,245
975,others,1225.0,2,55.11,2,245
976,Whitefield,2400.0,4,200.0,4,239
977,Kasturi Nagar,1570.0,3,80.0,3,140
978,Thanisandra,1093.0,2,70.0,2,223
979,Basaveshwara Nagar,1865.0,3,145.0,3,40
980,Kaikondrahalli,1039.0,2,80.0,2,128
981,Whitefield,1985.0,3,75.0,3,239
982,Hosakerehalli,1590.0,3,49.0,3,109
983,Electronic City Phase II,775.0,2,38.0,2,80
984,others,1000.0,2,50.0,2,245
985,Hebbal Kempapura,1800.0,3,175.0,3,100
986,Bommasandra,1035.0,2,41.0,2,52
987,Dasarahalli,1520.0,2,75.0,3,69
988,Whitefield,1360.0,2,95.0,2,239
989,others,6000.0,5,400.0,4,245
990,Kodigehaali,1117.0,2,56.0,2,148
991,KR Puram,1200.0,4,120.0,4,123
992,EPIP Zone,1330.0,2,92.5,2,78
993,Marathahalli,1937.0,3,160.0,3,170
994,Electronic City,1128.0,2,65.49,2,79
995,Neeladri Nagar,1053.0,2,45.0,2,185
996,Panathur,1198.0,2,77.0,2,192
997,Marathahalli,1152.0,2,56.0,2,170
998,Frazer Town,1625.0,2,75.0,2,82
999,Kundalahalli,1397.0,3,105.0,3,159
1000,Kaggalipura,700.0,1,38.0,1,127
1001,Yelahanka,1170.0,2,62.5,2,241
1002,Kanakpura Road,1200.0,2,42.0,3,136
1003,others,2400.0,3,170.0,3,245
1004,others,1480.0,2,65.0,2,245
1005,Akshaya Nagar,1897.0,3,120.0,3,13
1006,Rachenahalli,996.0,2,67.0,2,197
1007,Haralur Road,1875.0,3,110.0,3,97
1008,others,1500.0,2,98.0,3,245
1009,Yelahanka,1450.0,3,65.255,3,241
1010,Yelahanka,697.0,1,45.0,1,241
1011,Sarjapur  Road,710.0,1,27.0,1,208
1012,others,910.0,2,30.5,2,245
1013,Sompura,1025.0,2,48.0,3,217
1014,Magadi Road,1000.0,2,46.5,2,164
1015,Horamavu Agara,1453.0,2,46.48,3,105
1016,Sarjapur  Road,3335.0,5,300.0,4,208
1017,Thanisandra,971.5,2,36.435,2,223
1018,Bellandur,1281.0,2,74.0,2,44
1019,Cooke Town,565.0,1,35.0,1,65
1020,Varthur,1024.0,2,42.0,2,231
1021,Electronic City,1620.0,3,62.0,3,79
1022,Whitefield,1254.0,2,40.0,2,239
1023,Banashankari,1300.0,2,75.0,3,30
1024,Doddakallasandra,1233.0,2,43.0,2,73
1025,others,1200.0,1,28.0,1,245
1026,Hosur Road,1510.0,2,105.0,3,111
1027,Kaggalipura,950.0,2,65.0,2,127
1028,Battarahalli,1945.0,3,97.42,3,41
1029,Uttarahalli,1008.0,2,45.0,2,230
1030,Thanisandra,1265.0,2,79.0,3,223
1031,Hebbal,1255.0,2,77.68,3,99
1032,Yelenahalli,1200.0,2,46.17,2,243
1033,Sarjapur  Road,1403.0,3,51.63,3,208
1034,Kudlu Gate,1535.0,3,85.0,3,157
1035,others,1500.0,3,100.0,3,245
1036,Chamrajpet,1475.0,2,120.0,3,58
1037,Uttarahalli,1390.0,2,60.47,3,230
1038,Raja Rajeshwari Nagar,1278.0,2,53.76,3,198
1039,others,1133.0,2,55.0,2,245
1040,others,1560.0,5,145.0,5,245
1041,others,2900.0,5,90.0,5,245
1042,Kogilu,1170.0,2,51.99,2,151
1043,Whitefield,1697.0,3,94.79,3,239
1044,Thanisandra,1651.0,3,97.38,3,223
1045,Hennur Road,1192.0,2,60.0,3,103
1046,OMBR Layout,1078.0,2,65.0,2,187
1047,Kasavanhalli,1349.0,2,78.0,2,139
1048,7th Phase JP Nagar,1680.0,3,120.0,3,8
1049,Rayasandra,1314.0,2,63.0,3,203
1050,Garudachar Palya,1060.0,2,48.7,2,85
1051,Kalyan nagar,820.0,2,39.0,2,131
1052,Whitefield,5000.0,4,400.0,4,239
1053,BEML Layout,2000.0,3,85.0,3,24
1054,Kalkere,856.0,2,40.0,2,130
1055,Rajaji Nagar,1621.0,4,130.0,3,199
1056,ITPL,1200.0,3,68.4,3,114
1057,Bannerghatta Road,1484.0,3,52.5,3,38
1058,others,14000.0,3,800.0,4,245
1059,Yelahanka New Town,500.0,1,20.0,1,242
1060,others,485.0,1,15.0,1,245
1061,7th Phase JP Nagar,1050.0,2,42.0,2,8
1062,Uttarahalli,1617.0,3,66.68,3,230
1063,others,1384.0,3,62.28,3,245
1064,Devanahalli,1408.0,2,85.0,2,70
1065,Uttarahalli,1150.0,2,49.0,2,230
1066,Akshaya Nagar,1410.0,2,75.0,3,13
1067,Kaggadasapura,2150.0,4,100.0,4,126
1068,others,1508.0,3,70.25,3,245
1069,Ramamurthy Nagar,1040.0,2,50.0,2,202
1070,TC Palaya,1240.0,2,60.0,2,221
1071,Kudlu Gate,1535.0,3,78.0,3,157
1072,Lakshminarayana Pura,1180.0,2,75.0,2,162
1073,Abbigere,2200.0,6,68.0,6,12
1074,Bannerghatta Road,1400.0,2,78.0,2,38
1075,Raja Rajeshwari Nagar,500.0,1,25.0,1,198
1076,Whitefield,4800.0,4,525.0,4,239
1077,Sarjapur  Road,1984.0,4,146.0,3,208
1078,Whitefield,3000.0,5,250.0,4,239
1079,Garudachar Palya,1960.0,3,160.0,3,85
1080,Sarjapur  Road,1035.0,2,45.0,2,208
1081,others,2150.0,4,80.0,4,245
1082,Whitefield,1700.0,3,115.0,3,239
1083,Hosakerehalli,3024.0,5,248.0,4,109
1084,Tumkur Road,1586.0,3,100.0,3,228
1085,Hennur,2264.0,2,155.0,3,102
1086,Chikka Tirupathi,2325.0,4,120.0,4,61
1087,Yelahanka,1120.0,2,55.0,2,241
1088,Yelahanka,1662.0,2,67.98,3,241
1089,Sarjapur  Road,1128.0,2,59.0,2,208
1090,Jigani,924.0,2,65.0,2,121
1091,others,1600.0,3,52.0,3,245
1092,Pai Layout,1006.0,2,35.0,2,191
1093,Amruthahalli,1200.0,2,55.0,2,16
1094,others,1250.0,2,62.0,2,245
1095,others,1200.0,3,130.0,3,245
1096,Kannamangala,957.0,2,56.0,2,137
1097,Whitefield,1140.0,2,41.0,2,239
1098,others,1050.0,2,67.0,2,245
1099,Kasturi Nagar,1565.0,3,88.5,3,140
1100,Whitefield,1190.0,2,57.0,2,239
1101,Whitefield,2842.0,3,162.0,3,239
1102,Kanakpura Road,1558.67,2,65.0,3,136
1103,Electronics City Phase 1,630.0,1,39.0,1,81
1104,Whitefield,1403.0,2,60.81,3,239
1105,Kanakpura Road,1542.0,2,85.0,3,136
1106,Haralur Road,2750.0,4,220.0,4,97
1107,Iblur Village,3596.0,5,290.0,4,115
1108,Kengeri Satellite Town,1635.0,2,78.0,3,145
1109,Mysore Road,1239.0,2,53.0,2,176
1110,others,1596.0,3,105.0,3,245
1111,Channasandra,1009.0,2,38.34,2,60
1112,Hosa Road,1726.0,3,81.99,3,108
1113,Kudlu Gate,1535.0,3,86.0,3,157
1114,Banashankari Stage V,1300.0,2,58.5,3,33
1115,others,1800.0,3,80.0,3,245
1116,Binny Pete,665.0,1,50.75,1,49
1117,TC Palaya,1500.0,2,100.0,3,221
1118,Kalkere,925.0,2,48.0,2,130
1119,Old Airport Road,3356.0,4,251.0,4,188
1120,others,1395.0,2,63.59,2,245
1121,Sonnenahalli,1415.0,2,55.0,3,218
1122,Begur,1419.0,2,59.0,3,42
1123,Kasavanhalli,1121.0,2,78.0,2,139
1124,Kambipura,1082.0,2,45.0,3,132
1125,KR Puram,1100.0,2,47.0,2,123
1126,Hoodi,1606.0,3,89.55,3,104
1127,Billekahalli,1650.0,3,88.0,3,48
1128,Old Airport Road,1206.0,2,75.0,2,188
1129,Sarjapur  Road,1495.0,2,64.0,3,208
1130,Electronic City,710.0,2,16.0,2,79
1131,Balagere,1210.0,2,72.0,2,29
1132,Nagarbhavi,1523.0,2,53.4,3,181
1133,Whitefield,1232.0,2,45.0,2,239
1134,Rachenahalli,680.0,1,44.0,1,197
1135,Hebbal,1355.0,3,83.87,3,99
1136,Thanisandra,1430.0,2,51.46,3,223
1137,Kothannur,1275.0,2,43.85,3,154
1138,Electronic City,1070.0,2,56.1,2,79
1139,others,1200.0,3,85.0,3,245
1140,Electronic City,2000.0,4,120.0,4,79
1141,Bommanahalli,1200.0,2,40.0,2,51
1142,Marathahalli,1610.0,3,90.0,3,170
1143,Haralur Road,1140.0,2,43.0,2,97
1144,Raja Rajeshwari Nagar,1143.0,2,38.65,2,198
1145,Rachenahalli,1530.0,2,74.4,3,197
1146,7th Phase JP Nagar,980.0,2,69.0,2,8
1147,Whitefield,1485.0,3,65.0,3,239
1148,Whitefield,1500.0,3,130.0,3,239
1149,Thanisandra,1265.0,2,85.0,2,223
1150,others,1132.0,2,67.0,2,245
1151,others,1262.0,2,63.0,2,245
1152,JP Nagar,940.0,2,49.0,2,117
1153,others,1515.0,3,88.0,3,245
1154,Kothanur,1840.0,3,69.0,3,155
1155,Electronic City,890.0,2,45.0,2,79
1156,others,1655.0,3,86.06,3,245
1157,Hennur Road,2060.0,3,149.0,3,103
1158,Bommanahalli,1730.0,3,96.0,3,51
1159,Yelahanka,2195.0,4,127.0,3,241
1160,Kathriguppe,1650.0,3,125.0,3,141
1161,KR Puram,1200.0,2,71.0,2,123
1162,Hosa Road,1079.0,2,32.37,2,108
1163,Panathur,1085.0,2,36.0,2,192
1164,Yelahanka,1075.0,2,51.5,2,241
1165,others,1380.0,2,80.0,2,245
1166,others,1450.0,3,65.0,3,245
1167,Thubarahalli,1200.0,2,78.0,2,225
1168,Benson Town,3200.0,4,350.0,3,45
1169,Hoodi,1639.0,3,98.32,3,104
1170,others,1200.0,2,54.0,2,245
1171,Vijayanagar,1739.0,3,116.0,3,235
1172,Old Madras Road,935.0,2,32.72,2,189
1173,others,1178.0,2,47.0,2,245
